source,nation,title
https://fairytalez.com/the-cake-shop-on-the-wooden-bridge/,chinese,The Cake Shop on the Wooden Bridge
https://fairytalez.com/jack-sjoholm-gann-finn/,scandinavian,Jack of Sjoholm and the Gann-Finn
https://fairytalez.com/ituen-and-the-kings-wife/,nigerian,Ituen and the King's Wife
https://fairytalez.com/scissors-they-were/,italian,Scissors They Were
https://fairytalez.com/a-tale-of-the-dead/,russian,A Tale of the Dead
https://fairytalez.com/three-billy-goats-gruff/,norwegian,The Three Billy-Goats Gruff
https://fairytalez.com/the-wolf-and-the-fox/,german,The Wolf and the Fox
https://fairytalez.com/boy-hunting-locusts/,greek,The Boy Hunting Locusts
https://fairytalez.com/the-unicorn/,german,The Unicorn
https://fairytalez.com/the-flea/,italian,The Flea
https://fairytalez.com/the-kings-magic-drum/,nigerian,The King's Magic Drum
https://fairytalez.com/the-golden-lion/,italian,The Golden Lion
https://fairytalez.com/don-giovanni-de-la-fortuna/,italian,Don Giovanni de la Fortuna
https://fairytalez.com/brunhilda/,german,Brunhilda
https://fairytalez.com/heron/,french,The Heron
https://fairytalez.com/a-chestnut-log/,north_american_native,A Chestnut Log
https://fairytalez.com/history-spectre-ship/,arabic,The History of the Spectre Ship
https://fairytalez.com/strong-desire-and-the-red-sorcerer/,north_american_native,Strong Desire and the Red Sorcerer
https://fairytalez.com/the-magic-egg/,ukrainian,The Magic Egg
https://fairytalez.com/frog-princess/,chinese,The Frog Princess
https://fairytalez.com/joan-gathers-guavas/,philippine,Joan Gathers Guavas
https://fairytalez.com/the-cat-and-the-cock/,greek,The Cat and the Cock
https://fairytalez.com/the-eagles/,polish,The Eagles
https://fairytalez.com/cruel-stepmother/,north_american_native,The Cruel Stepmother
https://fairytalez.com/the-cat-and-the-mice/,greek,The Cat and the Mice
https://fairytalez.com/little-match-girl/,scandinavian,The Little Match Girl
https://fairytalez.com/stupids-cries/,english,Stupid's Cries
https://fairytalez.com/monkey-escaped-eaten/,brazilian,How the Monkey Escaped Being Eaten
https://fairytalez.com/the-good-bargain/,german,The Good Bargain
https://fairytalez.com/the-woman-magician/,north_american_native,The Woman Magician
https://fairytalez.com/the-shepherd-and-the-dragon/,serbian,The Shepherd and the Dragon
https://fairytalez.com/the-phoenix-bird/,danish,The Phoenix Bird
https://fairytalez.com/something/,scandinavian,Something
https://fairytalez.com/flower-of-the-peony/,japanese,Flower of the Peony
https://fairytalez.com/golden-beetle-dog-hates-cat/,chinese,"The Golden Beetle, Or Why the Dog Hates the Cat"
https://fairytalez.com/enchanted-castle-sea/,spanish,The Enchanted Castle in the Sea
https://fairytalez.com/rabbit-deceived-fox/,north_american_native,How Rabbit Deceived Fox
https://fairytalez.com/why-the-fish-laughed/,indian,Why the Fish Laughed
https://fairytalez.com/the-story-of-tremsin-the-bird-zhar-and-nastasia-the-lovely-maid-of-the-sea/,ukrainian,"The Story of Tremsin, the Bird Zhar, and Nastasia, the Lovely Maid of the Sea"
https://fairytalez.com/the-marsh-kings-daughter/,scandinavian,The Marsh King's Daughter
https://fairytalez.com/the-kid-on-the-housetop/,greek,The Kid on the Housetop
https://fairytalez.com/fair-goldilocks/,french,Fair Goldilocks
https://fairytalez.com/the-dragons-blood/,nordic,The Dragon's Blood
https://fairytalez.com/deaths-messengers/,german,Death's Messengers
https://fairytalez.com/kut-o-yis/,north_american_native,Kŭt-o´-yis
https://fairytalez.com/the-tree-and-the-reed/,greek,The Tree and the Reed
https://fairytalez.com/mother-holle/,german,Mother Holle
https://fairytalez.com/the-jackal-and-the-partridge/,indian,The Jackal and the Partridge
https://fairytalez.com/faithful-john/,german,Faithful John
https://fairytalez.com/the-traveler-and-fortune/,greek,The Traveler and Fortune
https://fairytalez.com/the-moose-of-mount-kineo/,north_american_native,The Moose of Mount Kineo
https://fairytalez.com/molly-whoppie/,english,Molly Whoppie
https://fairytalez.com/how-the-moon-was-made/,maori,How the Moon Was Made
https://fairytalez.com/the-rose-tree/,english,The Rose-Tree
https://fairytalez.com/three-orange-peris/,turkish,The Three Orange Peris
https://fairytalez.com/freyjas-necklace/,scandinavian,Freyja's Necklace
https://fairytalez.com/the-catskill-witch/,north_american_native,The Catskill Witch
https://fairytalez.com/loving-pair/,nordic,The Loving Pair
https://fairytalez.com/the-fisherman-and-the-draug/,norwegian,The Fisherman and the Draug
https://fairytalez.com/the-fox-and-the-horse/,german,The Fox and the Horse
https://fairytalez.com/the-seven-great-deeds-of-ma-ui-how-ma-ui-won-a-place-for-himself-in-the-house/,hawaiian,The Seven Great Deeds of Ma-ui: How Ma-ui Won a Place for Himself in the House
https://fairytalez.com/kate-crackernuts/,english,Kate Crackernuts
https://fairytalez.com/the-swallow-and-the-crow/,greek,The Swallow and the Crow
https://fairytalez.com/robert-lockwoods-fate/,north_american_native,Robert Lockwood's Fate
https://fairytalez.com/the-enchanted-ring/,french,The Enchanted Ring
https://fairytalez.com/the-story-of-the-old-man-who-made-the-withered-trees-to-flower/,japanese,The Story of the Old Man Who Made the Withered Trees to Flower
https://fairytalez.com/why-the-moon-waxes-and-wanes/,north_american_native,Why the Moon Waxes and Wanes
https://fairytalez.com/the-girl-and-the-snake/,swedish,The Girl and the Snake
https://fairytalez.com/princess-aubergine/,indian,Princess Aubergine
https://fairytalez.com/weeoonibeens-piggiebillah/,australian_ethnic,The Weeoonibeens and the Piggiebillah
https://fairytalez.com/the-cunning-hare/,north_american_native,The Cunning Hare
https://fairytalez.com/the-boy-and-the-nettles/,greek,The Boy and the Nettles
https://fairytalez.com/a-young-thief-and-his-mother/,greek,A Young Thief and His Mother
https://fairytalez.com/pomegranate-apple-tree-bramble-2/,greek,"The Pomegranate, Apple-Tree, and Bramble"
https://fairytalez.com/the-guest/,north_american_native,The Guest
https://fairytalez.com/chandralekha-and-the-eight-robbers/,indian,Chandralêkhâ and the Eight Robbers
https://fairytalez.com/charan/,korean,Charan
https://fairytalez.com/tale-pointer-tray/,german,The Tale of the Pointer Tray
https://fairytalez.com/charming/,scandinavian,Charming
https://fairytalez.com/conceited-apple-branch/,scandinavian,The Conceited Apple Branch
https://fairytalez.com/monkey-got-food-hungry/,brazilian,How the Monkey Got Food When He Was Hungry
https://fairytalez.com/giauna-beautiful/,chinese,Giauna the Beautiful
https://fairytalez.com/the-sagacious-monkey-and-the-boar/,japanese,The Sagacious Monkey and the Boar
https://fairytalez.com/frost-sun-wind/,russian,"The Frost, the Sun and the Wind"
https://fairytalez.com/the-old-man-and-his-grandson/,german,The Old Man and His Grandson
https://fairytalez.com/how-ball-carrier-finished-his-task/,north_american_native,How Ball-Carrier Finished His Task
https://fairytalez.com/the-story-of-kanag/,philippine,The Story of Kanag
https://fairytalez.com/kraljevitch-marko/,croatian,Kraljevitch Marko
https://fairytalez.com/story-of-the-faithless-wife-and-the-ungrateful-blind-man/,indian,Story of the Faithless Wife and the Ungrateful Blind Man
https://fairytalez.com/the-palace-of-the-enchanted-moors/,portuguese,The Palace of the Enchanted Moors
https://fairytalez.com/the-pink/,german,The Pink
https://fairytalez.com/a-little-cinderella/,north_american_native,A Little Cinderella
https://fairytalez.com/boy-saved-thoughts/,canadian_native,The Boy Who Was Saved by Thoughts
https://fairytalez.com/the-ogre-of-rashomon/,japanese,The Ogre of Rashomon
https://fairytalez.com/wooing-olwen/,celtic,The Wooing of Olwen
https://fairytalez.com/the-poor-boy/,romanian,The Poor Boy
https://fairytalez.com/lion-fox-stag/,greek,"The Lion, the Fox and the Stag"
https://fairytalez.com/why-dogs-sniff/,portuguese,Why Dogs Sniff
https://fairytalez.com/goody-cole/,north_american_native,Goody Cole
https://fairytalez.com/wise-folks/,german,Wise Folks
https://fairytalez.com/the-loss-of-jacob-hurd/,north_american_native,The Loss of Jacob Hurd
https://fairytalez.com/little-saddleslut-greek-version-cinderella/,greek,Little Saddleslut (Greek version of Cinderella)
https://fairytalez.com/munachar-manachar/,celtic,Munachar and Manachar
https://fairytalez.com/simon-the-friend-of-snakes/,armenian,"Simon, the Friend of Snakes"
https://fairytalez.com/lame-molly/,english,Lame Molly
https://fairytalez.com/aegirs-feast/,nordic,Aegir's Feast
https://fairytalez.com/who-lived-in-the-skull/,russian,Who Lived in the Skull?
https://fairytalez.com/the-metal-pig/,scandinavian,The Metal Pig
https://fairytalez.com/giufa-and-the-judge/,italian,Giufà and the Judge
https://fairytalez.com/the-three-golden-hairs-the-story-of-a-charcoal-burners-son-who-married-a-princess/,czechoslovak,The Three Golden Hairs: The Story of a Charcoal-Burner's Son Who Married a Princess
https://fairytalez.com/brewery-eggshells/,celtic,Brewery of Eggshells
https://fairytalez.com/skagedi-man-eater/,north_american_native,Skagédi And The Man-Eater
https://fairytalez.com/the-man-with-his-leg-tied-up/,north_american_native,The Man With His Leg Tied-Up
https://fairytalez.com/fishsave/,japanese,Fishsave
https://fairytalez.com/the-crow-and-mercury/,greek,The Crow and Mercury
https://fairytalez.com/happy-family/,scandinavian,The Happy Family
https://fairytalez.com/the-story-of-the-king-who-would-see-paradise/,indian,The Story of the King Who Would See Paradise
https://fairytalez.com/the-goblin-and-the-huckster/,scandinavian,The Goblin and the Huckster
https://fairytalez.com/handicraft-above-everything/,serbian,Handicraft Above Everything
https://fairytalez.com/the-little-cock-and-the-little-hen/,czechoslovak,The Little Cock and the Little Hen
https://fairytalez.com/the-bakers-apprentice/,italian,The Baker's Apprentice
https://fairytalez.com/on-the-moon/,maori,On the Moon
https://fairytalez.com/the-bushy-bride/,norwegian,The Bushy Bride
https://fairytalez.com/the-bat-the-birds-and-the-beasts/,greek,"The Bat, the Birds, and the Beasts"
https://fairytalez.com/the-brahmi%e1%b9%87-girl-that-married-a-tiger/,indian,The Brâhmiṇ Girl that Married a Tiger
https://fairytalez.com/he-of-the-little-shell/,north_american_native,He of the Little Shell
https://fairytalez.com/codorniz-bird-received-curse/,portuguese,Why the Codorniz Bird Received a Curse
https://fairytalez.com/the-talkative-tortoise/,indian,The Talkative Tortoise
https://fairytalez.com/the-election-of-the-king-bird/,nigerian,The Election of the King Bird
https://fairytalez.com/why-the-ratel-is-so-keen-on-honey/,south_african,Why the Ratel is so Keen on Honey
https://fairytalez.com/the-hunter-and-the-horseman/,greek,The Hunter and the Horseman
https://fairytalez.com/an-impossible-enchantment/,french,An Impossible Enchantment
https://fairytalez.com/the-gloucester-leaguers/,north_american_native,The Gloucester Leaguers
https://fairytalez.com/first-born-first-wed/,swedish,"First Born, First Wed"
https://fairytalez.com/manstin-the-rabbit/,north_american_native,"Manstin, the Rabbit"
https://www.worldoftales.com/African_folktales/African_Folktale_45.html#gsc.tab=0,tanzanian,Haamdaanee
https://fairytalez.com/the-gold-bread/,hungarian,The Gold Bread
https://fairytalez.com/the-knapsack-the-hat-and-the-horn/,german,"The Knapsack, the Hat, and the Horn"
https://fairytalez.com/which-was-the-foolishest/,icelandic,Which Was the Foolishest?
https://fairytalez.com/the-races/,danish,The Races
https://fairytalez.com/alveloa-bird-received-blessing/,portuguese,Why the Alvéloa Bird Received a Blessing
https://fairytalez.com/the-story-of-ciccu/,italian,The Story of Ciccu
https://fairytalez.com/rat-elephant/,french,The Rat and the Elephant
https://fairytalez.com/the-friend-of-the-devil/,portuguese,The Friend of the Devil
https://fairytalez.com/stork-loves-holland/,dutch,Why the Stork Loves Holland
https://fairytalez.com/the-glass-axe/,hungarian,The Glass Axe
https://fairytalez.com/the-little-mermaid/,danish,The Little Mermaid
https://fairytalez.com/wonder-working-lock/,croatian,The Wonder-Working Lock
https://fairytalez.com/the-sunchild/,greek,The Sunchild
https://fairytalez.com/the-windam-frogs/,north_american_native,The Windam Frogs
https://fairytalez.com/the-phantom-drummer/,north_american_native,The Phantom Drummer
https://fairytalez.com/sheem-the-forsaken-boy/,north_american_native,"Sheem, the Forsaken Boy"
https://fairytalez.com/the-hobomak/,north_american_native,The Hobomak
https://fairytalez.com/peasant-apple-tree/,greek,The Peasant and the Apple-Tree
https://fairytalez.com/juan-half-bear-part-1/,north_american_native,Juan Half-Bear: Part 1
https://fairytalez.com/dog-masters-dinner/,french,The Dog and His Master's Dinner
https://fairytalez.com/the-wicked-king/,portuguese,The Wicked King
https://fairytalez.com/the-deformed-of-zoar/,north_american_native,The Deformed of Zoar
https://fairytalez.com/the-devil-and-his-grandmother/,german,The Devil and His Grandmother
https://fairytalez.com/the-elf-hill/,scandinavian,The Elf Hill
https://fairytalez.com/the-willow-wren-and-the-bear/,german,The Willow-Wren and the Bear
https://fairytalez.com/the-bird-of-truth/,spanish,The Bird of Truth
http://www.albanianliterature.net/folktales/tale_07.html,albanian,The Girl who Became a Boy
https://fairytalez.com/the-baby-farmer/,welsh,The Baby-Farmer
https://fairytalez.com/the-spendthrift-and-the-swallow/,greek,The Spendthrift and the Swallow
https://fairytalez.com/the-little-shroud/,german,The Little Shroud
https://fairytalez.com/boy-overcame-giants/,canadian_native,The Boy Who Overcame the Giants
http://www.albanianliterature.net/folktales/tale_21.html,albanian,The Grateful Snake and the Magic Case
https://fairytalez.com/the-flood-story-2/,philippine,The Flood Story
https://fairytalez.com/the-lady-and-the-lion/,german,The Lady and the Lion
https://fairytalez.com/a-niggardly-companion/,armenian,A Niggardly Companion
https://fairytalez.com/the-farmer-and-the-cranes/,greek,The Farmer and the Cranes
https://fairytalez.com/sogsogot/,philippine,Sogsogot
https://fairytalez.com/eating-up-the-protector/,indian,Eating Up the Protector
https://fairytalez.com/white-feather-and-the-six-giants/,north_american_native,White Feather and the Six Giants
https://fairytalez.com/boy-keep-secret/,hungarian,The Boy Who Could Keep a Secret
https://fairytalez.com/two-daughters/,japanese,The Two Daughters
https://fairytalez.com/she-was-good-for-nothing/,scandinavian,She Was Good for Nothing
https://fairytalez.com/dunderberg/,north_american_native,Dunderberg
https://fairytalez.com/the-man-from-the-north-the-girl-and-the-turtle/,north_american_native,"The Man from the North, the Girl, and the Turtle"
https://fairytalez.com/old-house/,nordic,The Old House
https://fairytalez.com/firrazzanus-wife-queen/,italian,Firrazzanu's Wife and the Queen
https://fairytalez.com/torre-jeppe/,swedish,Torre Jeppe
https://fairytalez.com/preface-3/,norwegian,Preface
https://fairytalez.com/the-magic-pitcher/,indian,The Magic Pitcher
https://fairytalez.com/beth-gellert/,celtic,Beth Gellert
https://fairytalez.com/the-haystack-cricket-and-how-things-are-different-up-in-the-moon-towns/,north_american_native,The Haystack Cricket and How Things Are Different Up in the Moon Towns
https://fairytalez.com/the-happy-prince/,irish,The Happy Prince
https://fairytalez.com/the-fire-plume/,north_american_native,The Fire-Plume
https://fairytalez.com/fool-world-flying-ship/,russian,The Fool of the World and the Flying Ship
https://fairytalez.com/good-humour/,nordic,Good Humour
https://fairytalez.com/brides-on-their-trial/,german,Brides on their Trial
https://fairytalez.com/the-monks-at-the-ferry/,german,The Monks at the Ferry
